0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	0	0	
-2.27556	2.76792	-0.305027	57.4778	99.5832	708.911	
2.52528	1.43301	0.13354	37.3655	-78.1422	286.824	
0.959037	0.63953	0.0496065	14.2201	-27.7534	200.546	
0.360672	0.698575	0.00519573	17.255	-8.45962	166.941	
0.207669	0.629919	-0.00465384	15.2795	-3.54075	158.587	
0.196461	0.611406	-0.00613664	14.6868	-3.20413	158.079	
0.151535	0.587811	-0.00942438	13.9934	-1.76265	155.627	
0.134403	0.572914	-0.0109028	13.534	-1.21484	154.704	
0.127847	0.560965	-0.0115743	13.1525	-1.00685	154.365	
0.125129	0.552057	-0.0119466	12.8639	-0.921896	154.234	
0.123877	0.545118	-0.0121734	12.6374	-0.883705	154.181	
0.123202	0.539777	-0.0123285	12.4625	-0.863724	154.156	
0.122773	0.535632	-0.0124399	12.3264	-0.851427	154.143	
0.122465	0.532421	-0.0125225	12.2208	-0.842778	154.135	
0.122226	0.529929	-0.0125842	12.1388	-0.836157	154.129	
0.122031	0.527996	-0.0126305	12.0752	-0.830844	154.124	
0.12187	0.526496	-0.0126649	12.0257	-0.826476	154.119	
0.121734	0.525332	-0.0126901	11.9872	-0.822832	154.115	
0.121619	0.524428	-0.0127082	11.9573	-0.819762	154.112	
0.12152	0.523726	-0.0127207	11.934	-0.817155	154.109	
0.121435	0.523181	-0.012729	11.9159	-0.81492	154.106	
0.12136	0.522757	-0.0127339	11.9017	-0.812987	154.103	
0.121294	0.522428	-0.0127362	11.8906	-0.811301	154.1	
0.121236	0.522171	-0.0127365	11.882	-0.809815	154.098	
0.121183	0.521972	-0.0127353	11.8752	-0.808491	154.095	
0.121136	0.521816	-0.0127329	11.8698	-0.807297	154.093	
0.121093	0.521695	-0.0127295	11.8656	-0.806212	154.091	
0.121053	0.5216	-0.0127255	11.8622	-0.805214	154.089	
0.121016	0.521526	-0.0127209	11.8596	-0.804288	154.087	
0.120981	0.521468	-0.012716	11.8574	-0.803418	154.085	
0.120948	0.521422	-0.0127107	11.8557	-0.802599	154.083	
0.120917	0.521386	-0.0127053	11.8542	-0.801819	154.081	
0.120888	0.521358	-0.0126996	11.8531	-0.801072	154.079	
0.12086	0.521335	-0.0126939	11.8521	-0.800353	154.077	
0.120833	0.521316	-0.0126882	11.8513	-0.799657	154.075	
0.120808	0.521302	-0.0126824	11.8505	-0.798981	154.073	
0.120783	0.52129	-0.0126766	11.8499	-0.798322	154.071	
0.120759	0.52128	-0.0126708	11.8494	-0.797679	154.07	
0.120736	0.521272	-0.012665	11.8489	-0.797048	154.068	
0.120713	0.521265	-0.0126592	11.8484	-0.79643	154.066	
0.120691	0.521259	-0.0126535	11.848	-0.795821	154.064	
0.12067	0.521254	-0.0126479	11.8477	-0.795222	154.062	
0.12065	0.52125	-0.0126423	11.8473	-0.794632	154.061	
0.12063	0.521246	-0.0126367	11.847	-0.794049	154.059	
0.120611	0.521242	-0.0126312	11.8467	-0.793474	154.057	
0.120592	0.521239	-0.0126258	11.8464	-0.792908	154.056	
0.120574	0.521236	-0.0126204	11.8461	-0.792347	154.054	
0.120555	0.521236	-0.0126152	11.8458	-0.791773	154.052	
0.120538	0.521232	-0.0126098	11.8455	-0.791232	154.05	
0.120522	0.521229	-0.0126046	11.8452	-0.790694	154.049	
0.120506	0.521227	-0.0125994	11.845	-0.790159	154.047	
0.12049	0.521224	-0.0125944	11.8447	-0.78963	154.046	
0.120475	0.521222	-0.0125893	11.8444	-0.789106	154.044	
0.12046	0.52122	-0.0125844	11.8442	-0.788587	154.042	
0.500123	0.522155	0.0133123	11.1263	-13.1309	176.565	
0.258679	0.513936	-0.00239626	11.3052	-5.35425	163.078	
0.166031	0.513933	-0.00850008	11.4759	-2.36765	157.862	
0.130725	0.514094	-0.010742	11.5478	-1.22691	155.849	
0.1177	0.515703	-0.011572	11.6252	-0.804089	155.09	
0.11312	0.516943	-0.0118406	11.6748	-0.65366	154.812	
0.111694	0.518115	-0.0119149	11.716	-0.605326	154.72	
0.111378	0.519023	-0.0119203	11.7462	-0.593136	154.697	
0.111403	0.51975	-0.0119088	11.7697	-0.592261	154.699	
0.111487	0.520306	-0.0118967	11.7873	-0.593579	154.709	
0.111537	0.520733	-0.0118899	11.8006	-0.594012	154.721	
0.111528	0.521054	-0.0118891	11.8104	-0.592721	154.733	
0.11146	0.521293	-0.011894	11.8176	-0.58967	154.743	
0.11134	0.521467	-0.0119035	11.8227	-0.585069	154.752	
0.111178	0.521591	-0.0119169	11.8261	-0.579177	154.761	
0.110981	0.521675	-0.0119334	11.8283	-0.572234	154.768	
0.110756	0.521728	-0.0119524	11.8296	-0.564442	154.774	
0.110508	0.521757	-0.0119733	11.83	-0.555965	154.779	
0.110242	0.521766	-0.0119958	11.8298	-0.546934	154.784	
0.109961	0.52176	-0.0120196	11.8292	-0.537452	154.788	
0.109668	0.521742	-0.0120444	11.8282	-0.527602	154.792	
0.109366	0.521714	-0.01207	11.8268	-0.517445	154.795	
0.109054	0.521679	-0.0120962	11.8253	-0.507034	154.797	
0.108736	0.521637	-0.0121231	11.8235	-0.496407	154.8	
0.108411	0.52159	-0.0121504	11.8216	-0.485596	154.801	
0.108081	0.521539	-0.0121781	11.8196	-0.474624	154.803	
0.107747	0.521485	-0.0122061	11.8174	-0.46351	154.804	
0.107408	0.521427	-0.0122344	11.8152	-0.45227	154.804	
0.107066	0.521367	-0.012263	11.8129	-0.440915	154.804	
0.10672	0.521304	-0.0122918	11.8106	-0.429454	154.804	
0.106371	0.52124	-0.0123208	11.8082	-0.417896	154.804	
0.106019	0.521174	-0.0123501	11.8057	-0.406245	154.803	
0.105664	0.521106	-0.0123795	11.8032	-0.394505	154.801	
0.105306	0.521037	-0.012409	11.8007	-0.382682	154.8	
0.104946	0.520966	-0.0124388	11.7981	-0.370777	154.798	
0.104583	0.520894	-0.0124687	11.7956	-0.358792	154.795	
0.104218	0.520821	-0.0124987	11.7929	-0.34673	154.792	
0.10385	0.520746	-0.0125289	11.7903	-0.334592	154.789	
0.103479	0.52067	-0.0125592	11.7876	-0.322379	154.786	
0.103106	0.520593	-0.0125897	11.7849	-0.310093	154.782	
0.102731	0.520515	-0.0126203	11.7822	-0.297733	154.778	
0.102354	0.520436	-0.0126511	11.7794	-0.2853	154.773	
0.101974	0.520347	-0.0126817	11.7764	-0.272803	154.768	
0.101591	0.520272	-0.012713	11.7738	-0.260209	154.763	
0.101206	0.52019	-0.0127441	11.771	-0.247565	154.758	
0.10082	0.520106	-0.0127754	11.7681	-0.234848	154.752	
0.10043	0.520021	-0.0128068	11.7652	-0.222059	154.745	
0.100039	0.519936	-0.0128384	11.7623	-0.209201	154.739	
0.099645	0.519848	-0.01287	11.7594	-0.196272	154.732	
0.0992489	0.51976	-0.0129018	11.7565	-0.183273	154.725	
0.0988505	0.519671	-0.0129338	11.7535	-0.170205	154.717	
0.0984498	0.519581	-0.0129658	11.7505	-0.157068	154.709	
0.0980469	0.519489	-0.012998	11.7475	-0.143861	154.7	
0.0976417	0.519397	-0.0130303	11.7444	-0.130585	154.692	
0.0972343	0.519303	-0.0130627	11.7414	-0.117241	154.683	
0.0968246	0.519208	-0.0130953	11.7383	-0.103827	154.673	
0.0964127	0.519112	-0.013128	11.7351	-0.0903459	154.663	
0.0959985	0.519015	-0.0131608	11.732	-0.0767961	154.653	
0.0955821	0.518917	-0.0131937	11.7288	-0.0631782	154.643	
0.0951635	0.518818	-0.0132268	11.7256	-0.0494923	154.632	
0.0947262	0.518676	-0.0132599	11.7213	-0.0353319	154.62	
0.0943101	0.518607	-0.0132938	11.719	-0.0216864	154.609	
0.0938865	0.518508	-0.0133272	11.7158	-0.0078538	154.597	
