0.877583	0	-0.479426	0	
0.877583	7.97421e-22	-0.479426	-3.71414e-21	
0.877583	-4.00171e-21	-0.479426	-6.49472e-21	
0.877594	-5.08828e-07	-0.479405	-3.38093e-07	
0.877578	-1.09562e-05	-0.479434	-1.85207e-07	
0.877573	-1.6543e-05	-0.479443	-9.70604e-07	
0.877553	-3.0333e-05	-0.47948	-4.90867e-06	
0.877537	-4.19541e-05	-0.479508	-8.57543e-06	
0.877513	-6.03833e-05	-0.479552	-1.53583e-05	
0.877491	-7.85184e-05	-0.479593	-2.16739e-05	
0.877463	-0.000102722	-0.479645	-3.04334e-05	
0.877434	-0.000127938	-0.479697	-3.87169e-05	
0.877402	-0.000158872	-0.479757	-4.87523e-05	
0.877367	-0.000191866	-0.47982	-5.8281e-05	
0.877271	-0.000206487	-0.479995	-6.42441e-05	
0.87744	0.000174539	-0.479687	0.00010438	
0.877434	9.82942e-05	-0.479698	5.96848e-05	
0.877444	0.000115478	-0.47968	6.40362e-05	
0.87745	0.000111475	-0.479668	6.13298e-05	
0.877456	0.000111708	-0.479658	6.07205e-05	
0.87746	0.000110942	-0.47965	6.01475e-05	
0.877464	0.00011042	-0.479643	5.968e-05	
0.877467	0.000109874	-0.479638	5.9274e-05	
0.877469	0.000109367	-0.479633	5.88853e-05	
0.877471	0.000108876	-0.479629	5.8515e-05	
0.877473	0.000108401	-0.479626	5.81529e-05	
0.877475	0.000107937	-0.479623	5.77981e-05	
0.877476	0.000107482	-0.47962	5.7448e-05	
0.877477	0.000107033	-0.479618	5.71017e-05	
0.877478	0.000106588	-0.479616	5.67584e-05	
0.87748	0.000106148	-0.479614	5.64176e-05	
0.87748	0.00010571	-0.479612	5.60791e-05	
0.877481	0.000105275	-0.479611	5.57426e-05	
0.877482	0.000104843	-0.479609	5.5408e-05	
0.877483	0.000104413	-0.479607	5.50752e-05	
0.877484	0.000103985	-0.479606	5.47442e-05	
0.877485	0.000103559	-0.479604	5.44151e-05	
0.877486	0.000103135	-0.479603	5.40877e-05	
0.877486	0.000102713	-0.479602	5.37622e-05	
0.877487	0.000102294	-0.4796	5.34384e-05	
0.877488	0.000101877	-0.479599	5.31165e-05	
0.877489	0.000101462	-0.479597	5.27964e-05	
0.877489	0.000101049	-0.479596	5.24782e-05	
0.87749	0.000100638	-0.479595	5.21619e-05	
0.877491	0.00010023	-0.479593	5.18474e-05	
0.877492	9.98242e-05	-0.479592	5.15348e-05	
0.877492	9.94205e-05	-0.479591	5.1224e-05	
0.877493	9.9019e-05	-0.47959	5.09151e-05	
0.877494	9.86199e-05	-0.479588	5.06081e-05	
0.877494	9.8223e-05	-0.479587	5.03029e-05	
0.877495	9.78284e-05	-0.479586	4.99996e-05	
0.877496	9.74361e-05	-0.479585	4.96982e-05	
0.877496	9.70461e-05	-0.479583	4.93985e-05	
0.877497	9.66583e-05	-0.479582	4.91008e-05	
0.877498	9.62728e-05	-0.479581	4.88048e-05	
0.877498	9.58896e-05	-0.47958	4.85107e-05	
0.877499	9.55086e-05	-0.479578	4.82184e-05	
0.8775	9.51298e-05	-0.479577	4.79278e-05	
0.8775	9.47533e-05	-0.479576	4.76391e-05	
0.877501	9.4379e-05	-0.479575	4.73521e-05	
0.877502	9.40069e-05	-0.479574	4.7067e-05	
0.877502	9.36369e-05	-0.479573	4.67835e-05	
0.877501	9.36222e-05	-0.479574	4.69448e-05	
0.877501	9.35265e-05	-0.479575	4.67687e-05	
0.8775	9.3339e-05	-0.479576	4.65695e-05	
0.8775	9.30649e-05	-0.479577	4.628e-05	
0.8775	9.26916e-05	-0.479578	4.5935e-05	
0.877499	9.22217e-05	-0.479578	4.55268e-05	
0.877499	9.1653e-05	-0.479579	4.50596e-05	
0.877498	9.09857e-05	-0.47958	4.45323e-05	
0.877498	9.02194e-05	-0.479581	4.39453e-05	
0.877497	8.93538e-05	-0.479581	4.32984e-05	
0.877497	8.83888e-05	-0.479582	4.25915e-05	
0.877496	8.73243e-05	-0.479583	4.18246e-05	
0.877496	8.61602e-05	-0.479584	4.09974e-05	
0.877495	8.48962e-05	-0.479586	4.01101e-05	
0.877494	8.35323e-05	-0.479587	3.91624e-05	
0.877494	8.20686e-05	-0.479588	3.81543e-05	
0.877493	8.05048e-05	-0.47959	3.70859e-05	
0.877492	7.8841e-05	-0.479591	3.5957e-05	
0.877491	7.70771e-05	-0.479593	3.47676e-05	
