1.35	-1.1	-0.33927	
1.35	-1.1	-0.33928	
1.35	-1.1	-0.339299	
1.35	-1.1	-0.339323	
1.35003	-1.1	-0.339366	
1.3501	-1.1	-0.339436	
1.35021	-1.1	-0.339534	
1.35035	-1.09999	-0.339661	
1.35053	-1.09999	-0.339816	
1.35074	-1.09998	-0.339998	
1.35098	-1.09998	-0.34021	
1.35126	-1.09997	-0.340451	
1.35157	-1.09996	-0.340726	
1.35194	-1.09994	-0.341039	
1.35234	-1.09993	-0.341391	
1.35284	-1.09992	-0.341807	
1.35342	-1.09991	-0.342288	
1.35407	-1.09991	-0.342816	
1.35468	-1.09991	-0.343316	
1.35521	-1.09991	-0.343759	
1.35566	-1.09991	-0.344145	
1.35604	-1.09991	-0.344476	
1.35635	-1.09991	-0.344754	
1.35659	-1.09991	-0.344985	
1.35676	-1.0999	-0.345173	
1.35688	-1.09989	-0.345323	
1.35696	-1.09988	-0.34544	
1.357	-1.09987	-0.345526	
1.35701	-1.09986	-0.345588	
1.35701	-1.09985	-0.345629	
1.35699	-1.09984	-0.345655	
1.35697	-1.09984	-0.345666	
1.35694	-1.09983	-0.345668	
1.3569	-1.09982	-0.34566	
1.35687	-1.09982	-0.345645	
1.35683	-1.09981	-0.345625	
1.35679	-1.09981	-0.345599	
1.35675	-1.0998	-0.34557	
1.3567	-1.0998	-0.345537	
1.35666	-1.0998	-0.345501	
1.35662	-1.09979	-0.345462	
1.35658	-1.09979	-0.345422	
1.35654	-1.09979	-0.34538	
1.3565	-1.09979	-0.345336	
1.35647	-1.09978	-0.345292	
1.35643	-1.09978	-0.345246	
1.35639	-1.09978	-0.345199	
1.35636	-1.09978	-0.345151	
1.35632	-1.09978	-0.345103	
1.35628	-1.09977	-0.345053	
1.35625	-1.09977	-0.345004	
1.35621	-1.09977	-0.344954	
1.35618	-1.09977	-0.344903	
1.35615	-1.09977	-0.344852	
1.35611	-1.09976	-0.344801	
1.35608	-1.09976	-0.344749	
1.35605	-1.09976	-0.344697	
1.35601	-1.09976	-0.344645	
1.35598	-1.09976	-0.344593	
1.35595	-1.09976	-0.344541	
1.35592	-1.09975	-0.344488	
1.35588	-1.09975	-0.344435	
1.35585	-1.09975	-0.344382	
1.35582	-1.09975	-0.344329	
1.35579	-1.09975	-0.344275	
1.35576	-1.09974	-0.344222	
1.35573	-1.09974	-0.344168	
1.3557	-1.09974	-0.344114	
1.35567	-1.09974	-0.34406	
1.35563	-1.09973	-0.344006	
1.3556	-1.09973	-0.343952	
1.35557	-1.09973	-0.343897	
1.35554	-1.09973	-0.343843	
1.35551	-1.09972	-0.343788	
1.35548	-1.09972	-0.343733	
1.35545	-1.09972	-0.343678	
1.35542	-1.09972	-0.343623	
1.35539	-1.09971	-0.343568	
1.35536	-1.09971	-0.343512	
1.35533	-1.09971	-0.343457	
1.3553	-1.0997	-0.343401	
1.35527	-1.0997	-0.343345	
1.35524	-1.0997	-0.343289	
1.35521	-1.0997	-0.343233	
1.35518	-1.09969	-0.343176	
1.35515	-1.09969	-0.343119	
1.35512	-1.09969	-0.343063	
1.35508	-1.09968	-0.343006	
1.35505	-1.09968	-0.342948	
1.35502	-1.09967	-0.342891	
1.35499	-1.09967	-0.342833	
1.35496	-1.09967	-0.342775	
1.35493	-1.09966	-0.342717	
1.3549	-1.09966	-0.342659	
1.35487	-1.09966	-0.342601	
1.35484	-1.09965	-0.342542	
1.35481	-1.09965	-0.342483	
1.35478	-1.09964	-0.342424	
1.35475	-1.09964	-0.342365	
1.35472	-1.09964	-0.342305	
1.35468	-1.09963	-0.342246	
1.35465	-1.09963	-0.342186	
1.35462	-1.09962	-0.342125	
1.35459	-1.09962	-0.342065	
1.35456	-1.09961	-0.342004	
1.35453	-1.09961	-0.341943	
1.3545	-1.0996	-0.341882	
1.35446	-1.0996	-0.341821	
1.35443	-1.09959	-0.341759	
1.3544	-1.09959	-0.341697	
1.35437	-1.09958	-0.341635	
1.35434	-1.09958	-0.341573	
1.35431	-1.09957	-0.34151	
1.35427	-1.09957	-0.341447	
1.35424	-1.09956	-0.341384	
1.35421	-1.09956	-0.34132	
1.35418	-1.09955	-0.341256	
1.35414	-1.09954	-0.341192	
1.35411	-1.09954	-0.341127	
1.35408	-1.09953	-0.341062	
1.35405	-1.09952	-0.340997	
1.35401	-1.09951	-0.340932	
1.35398	-1.0995	-0.340867	
1.35395	-1.09949	-0.340802	
1.35392	-1.09947	-0.340737	
1.35388	-1.09946	-0.340671	
1.35385	-1.09945	-0.340605	
1.35382	-1.09943	-0.340539	
1.35379	-1.09942	-0.340473	
1.35375	-1.0994	-0.340407	
1.35372	-1.09939	-0.34034	
1.35368	-1.09937	-0.340273	
1.35365	-1.09936	-0.340205	
1.35362	-1.09934	-0.340138	
1.35358	-1.09932	-0.340069	
1.35355	-1.0993	-0.340001	
1.35351	-1.09928	-0.339932	
1.35348	-1.09926	-0.339862	
1.35344	-1.09924	-0.339792	
1.35341	-1.09922	-0.339722	
1.35337	-1.0992	-0.339651	
1.35333	-1.09918	-0.33958	
1.3533	-1.09915	-0.339508	
1.35326	-1.09913	-0.339435	
1.35322	-1.0991	-0.339362	
1.35318	-1.09908	-0.339289	
1.35314	-1.09905	-0.339215	
1.3531	-1.09902	-0.33914	
1.35306	-1.099	-0.339065	
1.35302	-1.09897	-0.338989	
1.35298	-1.09894	-0.338913	
1.35294	-1.09891	-0.338836	
1.3529	-1.09888	-0.338758	
1.35286	-1.09885	-0.33868	
1.35281	-1.09881	-0.338601	
1.35277	-1.09878	-0.338521	
1.35273	-1.09875	-0.338441	
1.35268	-1.09871	-0.33836	
1.35264	-1.09867	-0.338278	
1.35259	-1.09864	-0.338196	
1.35255	-1.0986	-0.338112	
1.3525	-1.09856	-0.338028	
1.35245	-1.09852	-0.337943	
1.3524	-1.09848	-0.337861	
1.35235	-1.09844	-0.337778	
1.35231	-1.0984	-0.337694	
1.35226	-1.09836	-0.33761	
1.35221	-1.09832	-0.337525	
1.35216	-1.09829	-0.337439	
1.35211	-1.09825	-0.337352	
1.35206	-1.09821	-0.337264	
1.35201	-1.09818	-0.337175	
1.35196	-1.09814	-0.337086	
1.35191	-1.09811	-0.336995	
1.35186	-1.09807	-0.336903	
1.35181	-1.09804	-0.33681	
1.35176	-1.098	-0.336716	
1.3517	-1.09797	-0.336621	
1.35165	-1.09793	-0.336525	
1.35159	-1.0979	-0.336427	
1.35154	-1.09787	-0.336329	
1.35148	-1.09783	-0.33623	
