0.620544	0.339005	0.339005	-0.620545	
0.620544	0.339005	0.339005	-0.620545	
0.620544	0.339005	0.339005	-0.620545	
0.620553	0.33899	0.338992	-0.620552	
0.620557	0.338989	0.339	-0.620543	
0.620563	0.338981	0.338999	-0.620542	
0.62057	0.338974	0.339009	-0.620535	
0.620578	0.338962	0.339011	-0.620531	
0.620543	0.339023	0.339089	-0.62049	
0.620545	0.339005	0.339075	-0.620506	
0.620549	0.338998	0.339068	-0.62051	
0.620551	0.338992	0.339063	-0.620513	
0.620554	0.338987	0.339059	-0.620516	
0.620556	0.338983	0.339056	-0.620518	
0.620557	0.33898	0.339053	-0.620519	
0.620556	0.338979	0.339054	-0.620521	
0.620556	0.338978	0.339053	-0.620521	
0.620557	0.338977	0.339054	-0.620522	
0.620557	0.338976	0.339054	-0.620522	
0.620557	0.338975	0.339054	-0.620522	
0.620557	0.338975	0.339054	-0.620522	
0.620558	0.338974	0.339054	-0.620522	
0.620558	0.338974	0.339054	-0.620522	
0.620558	0.338973	0.339054	-0.620522	
0.620558	0.338973	0.339054	-0.620522	
0.620558	0.338972	0.339055	-0.620522	
0.620558	0.338972	0.339055	-0.620522	
0.620559	0.338972	0.339055	-0.620521	
0.620559	0.338971	0.339055	-0.620521	
0.620559	0.338971	0.339055	-0.620521	
0.620559	0.33897	0.339056	-0.620521	
0.620559	0.33897	0.339056	-0.620521	
0.620559	0.33897	0.339056	-0.620521	
0.62056	0.338969	0.339056	-0.620521	
0.62056	0.338969	0.339057	-0.620521	
0.62056	0.338968	0.339057	-0.620521	
0.62056	0.338968	0.339057	-0.620521	
0.62056	0.338967	0.339057	-0.620521	
0.62056	0.338967	0.339057	-0.620521	
0.620561	0.338967	0.339057	-0.620521	
0.620561	0.338966	0.339058	-0.620521	
0.620561	0.338966	0.339058	-0.620521	
0.620561	0.338965	0.339058	-0.620521	
0.620561	0.338965	0.339058	-0.620521	
0.620561	0.338965	0.339058	-0.620521	
0.620561	0.338964	0.339058	-0.620521	
0.620562	0.338964	0.339058	-0.620521	
0.620562	0.338963	0.339059	-0.620521	
0.620562	0.338963	0.339059	-0.620521	
0.620562	0.338962	0.339059	-0.620521	
0.620562	0.338962	0.339059	-0.620521	
0.620563	0.338961	0.339059	-0.620521	
0.620563	0.338961	0.339059	-0.620521	
0.620563	0.338961	0.339059	-0.620521	
0.620563	0.33896	0.339059	-0.620521	
0.620563	0.33896	0.339059	-0.620521	
0.620563	0.338959	0.339059	-0.620521	
0.620564	0.338959	0.33906	-0.620521	
0.620564	0.338958	0.33906	-0.620521	
0.620564	0.338958	0.33906	-0.620521	
0.620564	0.338957	0.33906	-0.620521	
0.620564	0.338957	0.33906	-0.620521	
0.620564	0.338956	0.33906	-0.620521	
0.620565	0.338956	0.33906	-0.620521	
0.620565	0.338956	0.33906	-0.620521	
0.620565	0.338955	0.33906	-0.620521	
0.620565	0.338955	0.33906	-0.620522	
0.620565	0.338954	0.33906	-0.620522	
0.620566	0.338954	0.33906	-0.620522	
0.620566	0.338953	0.33906	-0.620522	
0.620566	0.338953	0.33906	-0.620522	
0.620566	0.338952	0.33906	-0.620522	
0.620566	0.338952	0.33906	-0.620522	
0.620567	0.338951	0.33906	-0.620522	
0.620567	0.338951	0.33906	-0.620522	
0.620567	0.33895	0.33906	-0.620522	
0.620567	0.33895	0.33906	-0.620522	
0.620567	0.338949	0.33906	-0.620522	
0.620568	0.338949	0.33906	-0.620523	
0.620568	0.338948	0.339059	-0.620523	
0.620568	0.338948	0.339059	-0.620523	
0.620568	0.338947	0.339059	-0.620523	
0.620568	0.338947	0.339059	-0.620523	
0.620569	0.338946	0.339059	-0.620523	
0.620569	0.338946	0.339059	-0.620523	
0.620569	0.338945	0.339059	-0.620523	
0.620569	0.338945	0.339059	-0.620523	
0.62057	0.338944	0.339059	-0.620524	
0.62057	0.338943	0.339059	-0.620524	
0.62057	0.338943	0.339059	-0.620524	
0.62057	0.338942	0.339058	-0.620524	
