0.620545	-0.339005	0.339005	0.620545	
0.620545	-0.339005	0.339005	0.620545	
0.620544	-0.339005	0.339005	0.620545	
0.62055	-0.338995	0.338992	0.620552	
0.620549	-0.338995	0.338976	0.620562	
0.620524	-0.339036	0.339001	0.62055	
0.620518	-0.339049	0.339005	0.620547	
0.620519	-0.33905	0.339002	0.620547	
0.620523	-0.339048	0.338996	0.620548	
0.620527	-0.339044	0.338989	0.620549	
0.620531	-0.33904	0.338983	0.620551	
0.620536	-0.339036	0.338978	0.620552	
0.620539	-0.339032	0.338972	0.620553	
0.620542	-0.339028	0.338967	0.620555	
0.620545	-0.339025	0.338963	0.620556	
0.620544	-0.339022	0.338962	0.620559	
0.620543	-0.33902	0.338961	0.620562	
0.620542	-0.339019	0.338961	0.620564	
0.620541	-0.339019	0.33896	0.620566	
0.62054	-0.339018	0.338959	0.620567	
0.620539	-0.339018	0.338958	0.620568	
0.620539	-0.339018	0.338957	0.620569	
0.620539	-0.339019	0.338956	0.62057	
0.620539	-0.339019	0.338955	0.62057	
0.620539	-0.33902	0.338953	0.620571	
0.620539	-0.339021	0.338952	0.620571	
0.620539	-0.339022	0.338951	0.620571	
0.620539	-0.339023	0.33895	0.620571	
0.620539	-0.339024	0.338949	0.620571	
0.620539	-0.339025	0.338947	0.620571	
0.620539	-0.339027	0.338946	0.62057	
0.620539	-0.339028	0.338945	0.62057	
0.620539	-0.33903	0.338944	0.62057	
0.62054	-0.339032	0.338943	0.620569	
0.62054	-0.339033	0.338942	0.620569	
0.62054	-0.339035	0.33894	0.620568	
0.62054	-0.339037	0.338939	0.620567	
0.62054	-0.339039	0.338938	0.620567	
0.620541	-0.339041	0.338937	0.620566	
0.620541	-0.339043	0.338936	0.620565	
0.620542	-0.339043	0.338935	0.620564	
0.620544	-0.33904	0.338935	0.620564	
0.620546	-0.339035	0.338937	0.620564	
0.620548	-0.339025	0.338941	0.620565	
0.620547	-0.339013	0.338948	0.620569	
0.620539	-0.339022	0.339028	0.620529	
0.620536	-0.339027	0.339057	0.620512	
0.620536	-0.339031	0.339067	0.620505	
0.620536	-0.339033	0.339069	0.620503	
0.620537	-0.339036	0.339068	0.620501	
0.620537	-0.339038	0.339067	0.6205	
0.620538	-0.339041	0.339064	0.620499	
0.620539	-0.339043	0.339062	0.620498	
0.620539	-0.339046	0.33906	0.620497	
0.62054	-0.339049	0.339058	0.620496	
0.620541	-0.339052	0.339056	0.620495	
0.620541	-0.339055	0.339054	0.620494	
0.620542	-0.339058	0.339052	0.620493	
0.620542	-0.339061	0.33905	0.620491	
0.620543	-0.339064	0.339048	0.62049	
0.620544	-0.339068	0.339046	0.620489	
0.620544	-0.339071	0.339044	0.620487	
0.620545	-0.339075	0.339043	0.620486	
0.620546	-0.339078	0.339041	0.620484	
0.620546	-0.339082	0.339039	0.620482	
0.620547	-0.339086	0.339037	0.620481	
0.620547	-0.33909	0.339035	0.620479	
0.620548	-0.339094	0.339034	0.620477	
0.620549	-0.339097	0.339032	0.620475	
0.620549	-0.339102	0.33903	0.620473	
