0.620545	0.339005	-0.339005	-0.620545	
0.620545	0.339005	-0.339005	-0.620545	
0.620545	0.339005	-0.339005	-0.620545	
0.620554	0.338988	-0.338987	-0.620554	
0.620561	0.338968	-0.338979	-0.620563	
0.620564	0.338946	-0.338977	-0.620573	
0.620566	0.33892	-0.338979	-0.620584	
0.620565	0.338888	-0.338985	-0.620598	
0.620565	0.33885	-0.338993	-0.620616	
0.620563	0.338804	-0.339003	-0.620637	
0.620562	0.338748	-0.339013	-0.620663	
0.620562	0.338684	-0.339025	-0.620692	
0.620562	0.338609	-0.339038	-0.620725	
0.620563	0.338525	-0.339052	-0.620762	
0.620566	0.338432	-0.339066	-0.620803	
0.620572	0.338336	-0.339083	-0.62084	
0.62058	0.338238	-0.339102	-0.620875	
0.620529	0.338337	-0.339241	-0.620796	
0.620374	0.338855	-0.339455	-0.620551	
0.620226	0.339372	-0.339703	-0.62028	
0.62007	0.339881	-0.339975	-0.620009	
0.619911	0.340348	-0.340253	-0.619759	
0.619758	0.340748	-0.340523	-0.619544	
0.619625	0.341065	-0.340758	-0.619373	
0.619524	0.341292	-0.340937	-0.619251	
0.619462	0.341425	-0.341046	-0.61918	
0.619445	0.341463	-0.341076	-0.61916	
0.619456	0.341443	-0.341055	-0.619171	
0.619477	0.341404	-0.341016	-0.619193	
0.619502	0.341358	-0.340971	-0.619217	
0.619528	0.341312	-0.340927	-0.619242	
0.619553	0.341266	-0.340883	-0.619266	
0.619578	0.341223	-0.340841	-0.619288	
0.619602	0.341182	-0.340801	-0.619309	
0.619624	0.341142	-0.340764	-0.619329	
0.619646	0.341104	-0.340728	-0.619347	
0.619668	0.341068	-0.340693	-0.619365	
0.619688	0.341034	-0.340661	-0.619381	
0.619708	0.341	-0.340629	-0.619397	
0.619727	0.340968	-0.340599	-0.619412	
0.619746	0.340938	-0.34057	-0.619426	
0.619764	0.340908	-0.340543	-0.619439	
0.619782	0.34088	-0.340516	-0.619452	
0.619799	0.340852	-0.340491	-0.619464	
0.619816	0.340825	-0.340466	-0.619475	
0.619832	0.340799	-0.340442	-0.619486	
0.619848	0.340774	-0.34042	-0.619496	
0.619864	0.34075	-0.340397	-0.619506	
0.619879	0.340726	-0.340376	-0.619516	
0.619895	0.340703	-0.340355	-0.619525	
0.619909	0.34068	-0.340335	-0.619533	
0.619924	0.340658	-0.340316	-0.619541	
0.619939	0.340637	-0.340297	-0.619549	
0.619953	0.340616	-0.340278	-0.619556	
0.619967	0.340596	-0.340261	-0.619563	
0.619981	0.340576	-0.340243	-0.61957	
0.619994	0.340556	-0.340226	-0.619576	
0.620008	0.340537	-0.34021	-0.619582	
0.620021	0.340518	-0.340194	-0.619588	
0.620034	0.3405	-0.340179	-0.619593	
0.620048	0.340482	-0.340164	-0.619598	
0.62006	0.340464	-0.340149	-0.619603	
0.620073	0.340447	-0.340135	-0.619607	
0.620086	0.34043	-0.340121	-0.619611	
0.620099	0.340414	-0.340108	-0.619615	
0.620111	0.340398	-0.340094	-0.619619	
0.620123	0.340382	-0.340082	-0.619622	
