0	0	0	
1.87908e-17	-3.70469e-17	1.33257e-17	
-9.09501e-18	-5.44276e-18	-6.78535e-19	
0.0411068	-0.0223572	6.72724e-06	
-0.0652462	-0.00652817	0.00978476	
-0.00592337	-0.0138884	0.00341566	
-0.0853475	-0.0155065	0.00557932	
-0.0349134	-0.0248433	0.00409439	
-0.09611	-0.0304576	0.00498432	
-0.0568149	-0.0404973	0.00567616	
-0.105501	-0.0477599	0.00704014	
-0.0761492	-0.057986	0.00898317	
-0.115696	-0.0663563	0.0112343	
-0.0946119	-0.0768816	0.0142057	
-0.293619	0.153677	0.00980214	
0.253118	1.37587	0.0449827	
-0.0108806	-0.0957431	-0.0458117	
0.044689	-0.0369694	0.00448176	
0.0242014	-0.0336369	-0.00669923	
0.0217692	-0.0269866	-4.16489e-05	
0.0170913	-0.0223861	-0.00150771	
0.0140592	-0.0187512	-0.000617696	
0.0115893	-0.0159327	-0.000801908	
0.00970235	-0.0137321	-0.000675999	
0.00823454	-0.0120136	-0.000692893	
0.0070972	-0.0106689	-0.000669581	
0.00621373	-0.00961491	-0.00066575	
0.00552668	-0.00878676	-0.000657109	
0.0049913	-0.00813421	-0.000651448	
0.00457313	-0.00761817	-0.000645474	
0.00424551	-0.00720825	-0.000640159	
0.00398788	-0.00688086	-0.000635016	
0.00378433	-0.00661766	-0.000630131	
0.0036226	-0.00640438	-0.000625411	
0.00349321	-0.00622997	-0.000620838	
0.00338881	-0.00608581	-0.000616389	
0.00330376	-0.00596521	-0.000612035	
0.00323368	-0.00586297	-0.00060777	
0.00317519	-0.00577507	-0.000603572	
0.00312568	-0.00569835	-0.000599439	
0.00308314	-0.00563038	-0.000595359	
0.00304601	-0.00556928	-0.000591325	
0.00301308	-0.00551356	-0.000587342	
0.00298343	-0.00546207	-0.000583392	
0.00295634	-0.00541394	-0.000579478	
0.00293124	-0.00536847	-0.000575601	
0.00290772	-0.00532512	-0.000571756	
0.00288544	-0.00528348	-0.000567939	
0.00286415	-0.00524321	-0.000564153	
0.00284364	-0.00520407	-0.000560396	
0.00282376	-0.00516586	-0.000556665	
0.0028044	-0.00512842	-0.000552961	
0.00278546	-0.00509164	-0.000549285	
0.00276687	-0.00505543	-0.000545632	
0.00274859	-0.0050197	-0.000542003	
0.00273055	-0.00498441	-0.000538403	
0.00271274	-0.0049495	-0.000534826	
0.00269512	-0.00491495	-0.000531272	
0.00267768	-0.00488072	-0.000527743	
0.00266041	-0.0048468	-0.000524238	
0.00264328	-0.00481317	-0.000520756	
0.00262632	-0.00478017	-0.000517277	
0.00260937	-0.00474679	-0.000513587	
0.00259266	-0.00471398	-0.000510269	
0.00257605	-0.00468139	-0.000506846	
0.00255956	-0.00464903	-0.000503493	
0.00254318	-0.00461692	-0.000500145	
0.00252691	-0.00458503	-0.000496824	
0.00251075	-0.00455337	-0.000493525	
0.00249469	-0.00452193	-0.000490245	
0.00247874	-0.00449071	-0.000486992	
0.0024629	-0.00445971	-0.000483756	
0.00244715	-0.00442893	-0.000480545	
0.00243151	-0.00439836	-0.000477354	
0.00241597	-0.00436801	-0.000474184	
0.00240053	-0.00433787	-0.000471036	
0.00238519	-0.00430793	-0.000467907	
0.00236995	-0.00427821	-0.000464799	
0.0023548	-0.00424869	-0.000461715	
0.00233975	-0.00421937	-0.000458648	
0.0023248	-0.00419026	-0.000455602	
0.00230995	-0.00416135	-0.000452578	
0.00229519	-0.00413263	-0.000449573	
0.00228052	-0.00410412	-0.000446587	
0.00226595	-0.00407581	-0.000443621	
0.00225147	-0.00404769	-0.000440677	
0.00223709	-0.00401976	-0.000437753	
0.00222279	-0.00399203	-0.000434845	
0.00220859	-0.00396449	-0.000431958	
0.00219448	-0.00393737	-0.000429079	
0.0021806	-0.00391003	-0.000426061	
0.00216664	-0.00388308	-0.000423293	
-0.0057276	0.00400062	0.000150005	
-0.00350739	0.00197231	-0.000295839	
-0.00360443	0.00114026	-0.000205383	
-0.00340069	0.00038943	-0.000244065	
-0.00339049	-0.000232508	-0.00021418	
-0.00343939	-0.000761608	-0.000200529	
