1.35	-1.1	-0.33927	3.14159	1	6.7288e-08	0	0.15708	-1.72788	0	0	0	0	0.15708	-1.72788	0	0	0	0	0.15708	-1.72788	0	0	0	0	0.15708	-1.72788	0	0	0	
1.35	-1.1	-0.33928	3.14159	1	6.71538e-08	1.48334e-09	0.157079	-1.72788	1.3201e-07	1.75902e-07	2.57924e-09	4.72308e-09	0.15708	-1.72788	2.70499e-08	3.56118e-08	1.27852e-09	-2.62199e-09	0.15708	-1.72788	4.71717e-08	6.24885e-08	2.4738e-10	6.48511e-10	0.15708	-1.72788	1.88226e-08	2.32412e-08	3.03172e-10	
1.35	-1.1	-0.339299	3.14159	1	3.39397e-08	1.10369e-09	0.157079	-1.72788	3.12753e-07	3.84324e-07	3.51315e-08	9.00689e-09	0.15708	-1.72788	6.08695e-08	9.13582e-08	-1.38401e-09	-8.80477e-09	0.157079	-1.72788	1.1029e-07	1.22719e-07	1.96984e-08	-1.50584e-09	0.157079	-1.72788	3.828e-08	4.74869e-08	4.61142e-09	
1.35	-1.1	-0.339322	3.14159	0.999965	-3.70459e-06	-6.34479e-05	0.155868	-1.72675	0.000604544	0.000880939	-9.49163e-05	6.11554e-05	0.155997	-1.72688	0.000532747	0.000759528	-1.93211e-05	-6.71147e-05	0.156032	-1.72716	0.000693261	0.000841065	5.31918e-05	6.64262e-05	0.156019	-1.72715	0.000693365	0.000826218	0.000120158	
1.35003	-1.1	-0.339366	3.1416	0.999939	-2.27829e-05	-0.000178485	0.153939	-1.72512	0.00142126	0.00191125	-3.97974e-05	0.000159641	0.154234	-1.72538	0.00124698	0.00168206	5.687e-05	-0.000190164	0.154236	-1.72609	0.00160157	0.00184905	0.000214701	0.000172641	0.154154	-1.72604	0.00159838	0.00183437	0.000335758	
1.3501	-1.1	-0.339437	3.14161	0.999921	-5.49134e-05	-0.000328699	0.151405	-1.72314	0.00229999	0.00295191	8.52094e-05	0.000291012	0.151907	-1.72353	0.00201676	0.00262482	0.000178711	-0.000355948	0.151805	-1.72476	0.00255956	0.00288101	0.000409328	0.000309803	0.151617	-1.72466	0.00255124	0.00286391	0.000578265	
1.35021	-1.09999	-0.339538	3.14162	0.999906	-0.000101051	-0.00050055	0.148277	-1.72081	0.00319043	0.00399015	0.000221721	0.000453492	0.149027	-1.72132	0.00280013	0.00356893	0.000302942	-0.000554312	0.14876	-1.72314	0.00351593	0.00391766	0.000591003	0.000472047	0.148438	-1.72298	0.00350019	0.00389186	0.000801278	
1.35034	-1.09999	-0.339668	3.14163	0.99989	-0.000161555	-0.000684412	0.144532	-1.71807	0.00407783	0.00503307	0.000345591	0.000645413	0.145571	-1.71872	0.0035843	0.00451836	0.0004108	-0.000779539	0.145089	-1.72117	0.00445828	0.00496263	0.000742971	0.000653353	0.144609	-1.72095	0.00443238	0.00492174	0.000987991	
1.35052	-1.09998	-0.339827	3.14165	0.999869	-0.000235861	-0.000873235	0.140144	-1.71489	0.00495864	0.00608442	0.00045309	0.000865486	0.14151	-1.71567	0.00436544	0.00547593	0.000499504	-0.0010293	0.140774	-1.7188	0.00538589	0.00601824	0.00086538	0.000847387	0.140114	-1.71852	0.00534683	0.00595655	0.00113891	
1.35072	-1.09998	-0.340015	3.14166	0.99984	-0.000322732	-0.00106134	0.135097	-1.71122	0.00583188	0.007142	0.000550456	0.0011132	0.136827	-1.71215	0.00514174	0.00643966	0.000574489	-0.00130352	0.135807	-1.71598	0.00630012	0.00708182	0.00096648	0.00104774	0.134948	-1.71564	0.00624484	0.00699445	0.00126262	
1.35096	-1.09997	-0.340232	3.14168	0.999802	-0.000420498	-0.00124372	0.129395	-1.70706	0.00669629	0.00819918	0.000648034	0.00138892	0.131527	-1.70814	0.00591111	0.00740364	0.000644802	-0.00160363	0.130196	-1.71271	0.00720147	0.00814652	0.00105779	0.00124812	0.129121	-1.71231	0.00712699	0.00802953	0.00137084	
1.35123	-1.09996	-0.34048	3.1417	0.999753	-0.000527216	-0.00141586	0.123067	-1.70244	0.00754955	0.00924648	0.000757242	0.00169378	0.125639	-1.70367	0.0066706	0.00835924	0.000720665	-0.0019319	0.123971	-1.709	0.00808885	0.00920269	0.00115171	0.00144258	0.12267	-1.70854	0.00799239	0.00905306	0.00147606	
1.35154	-1.09995	-0.340762	3.14173	0.999693	-0.000640776	-0.00157377	0.116167	-1.69742	0.00838823	0.0102726	0.000889022	0.00202937	0.119216	-1.69879	0.00741639	0.00929611	0.000812222	-0.002291	0.117189	-1.70491	0.00895964	0.0102387	0.00126034	0.00162579	0.115653	-1.70439	0.00883876	0.0100544	0.00159058	
1.35189	-1.09993	-0.341082	3.14177	0.999622	-0.000758986	-0.00171438	0.10878	-1.69209	0.0092079	0.0112649	0.00105305	0.00239737	0.112343	-1.6936	0.00814399	0.0102027	0.000928914	-0.00268355	0.109933	-1.70054	0.00980998	0.0112416	0.00139505	0.00179345	0.108158	-1.69997	0.00966261	0.0110216	0.00172611	
1.35229	-1.09992	-0.341442	3.14182	0.99954	-0.000880719	-0.00183441	0.10093	-1.68647	0.0100088	0.0122373	0.00122618	0.0028008	0.105049	-1.68811	0.0088543	0.0110908	0.00105296	-0.00311021	0.102229	-1.6959	0.010641	0.0122248	0.00153517	0.00194437	0.100214	-1.69527	0.0104653	0.0119689	0.00186271	
1.35278	-1.0999	-0.341866	3.14188	0.999461	-0.000981513	-0.00198275	0.0931365	-1.68143	0.010836	0.0130413	0.00167141	0.00316597	0.0978923	-1.68318	0.00957297	0.0118142	0.00142302	-0.00352669	0.0945669	-1.69183	0.0114771	0.0130341	0.00199341	0.00209492	0.09232	-1.69113	0.0112872	0.0127686	0.00231446	
1.35335	-1.09989	-0.342356	3.14196	0.999385	-0.00106847	-0.00214781	0.085402	-1.67697	0.0116656	0.0137885	0.00217547	0.00350439	0.0908737	-1.67881	0.0102905	0.0124822	0.00184763	-0.0039276	0.086948	-1.68832	0.0123075	0.0137843	0.00251758	0.00225059	0.0844758	-1.68754	0.0121091	0.013518	0.00283124	
1.35401	-1.0999	-0.342875	3.14209	0.999618	-0.000951621	-0.00199204	0.0913245	-1.68281	0.011747	0.013622	0.00240406	0.0037867	0.0845365	-1.67514	0.0109204	0.0132417	0.00214956	-0.00363794	0.0921838	-1.6927	0.0112803	0.0136302	0.00288146	0.00179467	0.0897315	-1.69183	0.0109737	0.0136794	0.00244322	
1.35462	-1.09992	-0.343359	3.14213	1.00055	-0.000422017	-0.00192902	0.0973184	-1.6886	0.0118504	0.0126157	0.00249823	0.00337373	0.0918539	-1.68187	0.0113343	0.0135394	0.001756	-0.00330924	0.0953502	-1.69541	0.00982291	0.0133263	0.00323798	0.00163865	0.0942276	-1.69546	0.00980357	0.0146852	0.00228884	
1.35516	-1.09993	-0.343791	3.14213	1.00152	4.64441e-05	-0.00179806	0.102775	-1.69384	0.011991	0.0115951	0.00263543	0.00303486	0.0985723	-1.68802	0.011789	0.0138863	0.00141177	-0.00295403	0.0978395	-1.69749	0.00840104	0.0129752	0.00359753	0.00151854	0.097984	-1.69843	0.00866439	0.015706	0.00214504	
1.35562	-1.09994	-0.344171	3.1421	1.00251	0.000452	-0.00163104	0.107709	-1.69856	0.0121805	0.0105944	0.00279832	0.00273868	0.104641	-1.69357	0.0122663	0.0142827	0.0011004	-0.00260272	0.0997416	-1.69903	0.00704419	0.0125761	0.00394468	0.00140488	0.101024	-1.70077	0.00756466	0.0167071	0.0019979	
1.356	-1.09994	-0.344503	3.14208	1.00347	0.000782561	-0.00142979	0.112106	-1.70275	0.012407	0.00967167	0.00299233	0.00246904	0.10998	-1.69846	0.0127457	0.0147046	0.000813734	-0.00227131	0.101219	-1.70016	0.00577845	0.012153	0.00427075	0.00126717	0.103446	-1.70258	0.00652596	0.0176299	0.00182588	
1.35632	-1.09994	-0.344793	3.14205	1.00432	0.00101761	-0.00118221	0.115945	-1.70641	0.0126546	0.00888878	0.00323222	0.00222035	0.114502	-1.70267	0.0132098	0.0151255	0.000549406	-0.00196674	0.102445	-1.70102	0.00462572	0.0117325	0.0045713	0.00107965	0.105354	-1.70396	0.00556861	0.0184118	0.00160771	
1.35658	-1.09994	-0.345041	3.14203	1.00503	0.00115683	-0.000884811	0.119189	-1.70951	0.0129095	0.00827984	0.0035222	0.00198585	0.118164	-1.70616	0.0136483	0.0155131	0.000301547	-0.00168494	0.103526	-1.70168	0.00360132	0.0113466	0.00485042	0.000834506	0.106853	-1.70499	0.00470987	0.0190184	0.00133725	
1.35678	-1.09993	-0.345253	3.14202	1.00554	0.00123121	-0.00054093	0.121749	-1.71202	0.0131559	0.00785945	0.00385901	0.00174367	0.120961	-1.70894	0.0140541	0.0158083	4.84123e-05	-0.00140268	0.104536	-1.70222	0.00271439	0.0110549	0.00512983	0.000534023	0.108099	-1.7058	0.00396663	0.0194348	0.00101733	
1.35692	-1.09992	-0.34543	3.142	1.00582	0.00126128	-0.000155481	0.123573	-1.7139	0.0133838	0.00763287	0.00423742	0.00148396	0.122898	-1.71102	0.0144236	0.0159754	-0.000220334	-0.00110707	0.10551	-1.70268	0.00197169	0.0108928	0.00542098	0.000184198	0.109185	-1.70644	0.00335108	0.019656	0.00065378	
1.35701	-1.09991	-0.345572	3.14199	1.00587	0.00125884	0.000264428	0.124646	-1.71515	0.0135869	0.00759759	0.00465005	0.00120627	0.123994	-1.71242	0.0147544	0.0159992	-0.000505648	-0.000795266	0.106461	-1.70307	0.00137755	0.0108755	0.0057258	-0.000206514	0.11016	-1.70697	0.00287123	0.0196846	0.000254707	
