-0	0	0	-0	0	0	
7.24637e-08	-1.24905e-06	-8.46543e-07	5.22314e-07	4.1175e-07	-0.00980986	
1.79457e-05	-2.15598e-05	2.89324e-05	4.11752e-06	2.0102e-06	-0.0196211	
0.00202006	0.0354182	0.00303262	0.00270644	0.000413283	-0.0228557	
0.0103089	0.025522	0.0225497	0.0310943	0.00136477	-0.0436211	
0.017362	0.0178604	0.0372592	0.0673366	0.00227313	-0.0712348	
0.0249313	0.0148845	0.0502044	0.104264	0.00325393	-0.100723	
0.0326954	0.01628	0.0627866	0.139401	0.00433706	-0.130144	
0.0401548	0.0212167	0.0754983	0.172505	0.00553402	-0.159062	
0.0469464	0.0288016	0.088365	0.204444	0.00685277	-0.187818	
0.0528362	0.0382273	0.101206	0.236669	0.00829827	-0.217184	
0.0576767	0.0488077	0.113773	0.27097	0.00986825	-0.248189	
0.0613779	0.05997	0.125819	0.30935	0.0115481	-0.282027	
0.063894	0.0712297	0.137131	0.353971	0.0133061	-0.320008	
0.0658013	0.0822615	0.14718	0.400648	0.0150858	-0.359358	
0.0544821	0.0789365	0.150801	0.485612	0.0134606	-0.424406	
0.047	0.0755868	0.152719	0.570978	0.0121039	-0.489764	
-0.0630547	-0.232555	0.033095	0.655144	-0.0119437	-0.51942	
-0.285402	-0.928863	-0.406522	0.615862	-0.012963	-0.483958	
-0.251992	-0.973135	-0.400133	0.536073	-0.010294	-0.431471	
-0.217757	-0.993494	-0.364782	0.459146	-0.00824858	-0.380232	
-0.177173	-0.95581	-0.304961	0.387332	-0.00510522	-0.332618	
-0.125748	-0.855618	-0.222261	0.320618	-0.000322872	-0.289084	
-0.0743144	-0.708458	-0.138002	0.257898	0.00465783	-0.248547	
-0.039626	-0.509239	-0.0801376	0.198899	0.00790124	-0.211746	
-0.0159867	-0.281163	-0.0406013	0.14238	0.00998361	-0.176814	
0.00132417	-0.0441898	-0.0118706	0.0882317	0.0114211	-0.142671	
0.00767701	0.0724052	-0.00024922	0.0475915	0.011813	-0.110118	
0.00914999	0.112725	0.00408737	0.0185904	0.0117841	-0.082557	
0.00910668	0.123324	0.00566101	-0.00230559	0.0116384	-0.0599383	
0.00866478	0.122599	0.00617668	-0.017374	0.0114832	-0.0415973	
0.00818329	0.117808	0.00627633	-0.0281808	0.011354	-0.0267748	
0.00776534	0.111793	0.00620469	-0.0358472	0.0112607	-0.0147873	
0.00743017	0.105649	0.00605831	-0.0411951	0.0112042	-0.00506677	
0.00717165	0.0997785	0.00587786	-0.0448345	0.0111826	0.00284319	
0.0069778	0.0943117	0.00568231	-0.0472208	0.0111931	0.00930409	
0.00683688	0.0892728	0.00548161	-0.0486945	0.0112328	0.014601	
0.00673893	0.084646	0.00528159	-0.0495103	0.0112991	0.0189584	
0.00667593	0.0804017	0.00508588	-0.0498585	0.0113896	0.0225538	
0.00664148	0.0765069	0.00489672	-0.0498804	0.0115022	0.0255277	
0.00663056	0.0729291	0.00471563	-0.0496808	0.0116348	0.0279919	
0.0066392	0.069638	0.00454351	-0.0493367	0.0117857	0.0300358	
0.00666408	0.0666057	0.00438056	-0.0489045	0.0119531	0.0317312	
0.00670283	0.0638068	0.00422702	-0.0484251	0.0121356	0.0331362	
0.00675331	0.0612183	0.00408275	-0.0479274	0.0123319	0.0342979	
0.00681382	0.0588196	0.00394741	-0.047432	0.0125406	0.0352551	
0.0068831	0.0565918	0.0038208	-0.0469529	0.0127607	0.0360394	
0.0069599	0.0545183	0.00370241	-0.0464994	0.0129911	0.0366771	
0.00704328	0.052584	0.00359177	-0.0460772	0.0132309	0.0371902	
0.00713244	0.0507754	0.00348841	-0.0456898	0.0134791	0.0375968	
0.00722672	0.0490803	0.00339186	-0.0453386	0.0137349	0.0379125	
0.00732553	0.0474879	0.00330166	-0.0450239	0.0139977	0.0381503	
0.00742836	0.0459883	0.00321734	-0.044745	0.0142668	0.0383213	
0.0075348	0.044573	0.0031385	-0.0445008	0.0145415	0.038435	
0.00764444	0.0432339	0.00306473	-0.0442896	0.0148212	0.0384997	
0.00775695	0.0419641	0.00299564	-0.0441097	0.0151055	0.0385222	
0.007872	0.0407573	0.00293082	-0.0439592	0.0153939	0.0385087	
0.00798943	0.0396078	0.00287007	-0.0438362	0.015686	0.0384645	
0.00810891	0.0385106	0.002813	-0.0437388	0.0159813	0.0383941	
0.00823023	0.0374612	0.00275934	-0.0436652	0.0162795	0.0383015	
0.00835322	0.0364555	0.00270882	-0.0436136	0.0165802	0.0381903	
0.00847771	0.0354898	0.00266121	-0.0435823	0.0168832	0.0380634	
0.00860354	0.0345609	0.00261629	-0.04357	0.0171882	0.0379236	
0.00873056	0.0336659	0.00257384	-0.0435751	0.0174949	0.037773	
0.00885864	0.0328021	0.00253369	-0.0435963	0.0178031	0.0376139	
0.00898768	0.0319671	0.00249567	-0.0436324	0.0181126	0.037448	
